model,arm,multiplier,cli,tier,tier_index,mode,raw_pull,clipped_pull,n_framings,n_anchor_arms
Kimi,x2,2.0,CLI.C.573503630,Fortune,1,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.573503630,Fortune,1,think,0.24468325791855208,0.24468325791855208,1,1
Kimi,pooled,,CLI.C.573503630,Fortune,1,non,0.9850900353609546,0.9850900353609546,1,2
Kimi,pooled,,CLI.C.573503630,Fortune,1,think,0.30523527465223765,0.30523527465223765,1,2
Kimi,x05,0.5,CLI.C.573503630,Layperson,2,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.573503630,Layperson,2,think,0.8629884938322796,0.8629884938322796,1,1
Kimi,x2,2.0,CLI.C.573503630,Layperson,2,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.573503630,Layperson,2,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.573503630,Layperson,2,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.573503630,Layperson,2,think,0.9314942469161398,0.9314942469161398,1,2
Kimi,x05,0.5,CLI.C.573503630,Law student,3,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.573503630,Law student,3,think,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.573503630,Law student,3,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.573503630,Law student,3,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.573503630,Law student,3,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.573503630,Law student,3,think,1.0,1.0,1,2
Kimi,x05,0.5,CLI.C.573503630,Expert,4,non,1.0,1.0,2,1
Kimi,x05,0.5,CLI.C.573503630,Expert,4,think,1.0,1.0,2,1
Kimi,x2,2.0,CLI.C.573503630,Expert,4,non,1.0,1.0,2,1
Kimi,x2,2.0,CLI.C.573503630,Expert,4,think,1.0,1.0,2,1
Kimi,pooled,,CLI.C.573503630,Expert,4,non,1.0,1.0,2,2
Kimi,pooled,,CLI.C.573503630,Expert,4,think,1.0,1.0,2,2
Kimi,x05,0.5,CLI.C.573503630,Chief judge,5,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.573503630,Chief judge,5,think,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.573503630,Chief judge,5,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.573503630,Chief judge,5,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.573503630,Chief judge,5,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.573503630,Chief judge,5,think,1.0,1.0,1,2
Kimi,x05,0.5,CLI.C.573732498,Fortune,1,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.573732498,Fortune,1,think,0.35434145786524845,0.35434145786524845,1,1
Kimi,x2,2.0,CLI.C.573732498,Fortune,1,non,0.06436561250775588,0.06436561250775588,1,1
Kimi,x2,2.0,CLI.C.573732498,Fortune,1,think,-0.010408285543096682,0.0,1,1
Kimi,pooled,,CLI.C.573732498,Fortune,1,non,0.5321828062538779,0.5321828062538779,1,2
Kimi,pooled,,CLI.C.573732498,Fortune,1,think,0.17196658616107588,0.17717072893262423,1,2
Kimi,x05,0.5,CLI.C.573732498,Layperson,2,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.573732498,Layperson,2,think,0.6629504280310571,0.6629504280310571,1,1
Kimi,x2,2.0,CLI.C.573732498,Layperson,2,non,0.25693418598352197,0.25693418598352197,1,1
Kimi,x2,2.0,CLI.C.573732498,Layperson,2,think,0.33780707010185745,0.33780707010185745,1,1
Kimi,pooled,,CLI.C.573732498,Layperson,2,non,0.628467092991761,0.628467092991761,1,2
Kimi,pooled,,CLI.C.573732498,Layperson,2,think,0.5003787490664573,0.5003787490664573,1,2
Kimi,x05,0.5,CLI.C.573732498,Law student,3,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.573732498,Law student,3,think,0.6629504280310571,0.6629504280310571,1,1
Kimi,x2,2.0,CLI.C.573732498,Law student,3,non,0.7523113953278406,0.7523113953278406,1,1
Kimi,x2,2.0,CLI.C.573732498,Law student,3,think,0.7331164940511856,0.7331164940511856,1,1
Kimi,pooled,,CLI.C.573732498,Law student,3,non,0.8761556976639203,0.8761556976639203,1,2
Kimi,pooled,,CLI.C.573732498,Law student,3,think,0.6980334610411214,0.6980334610411214,1,2
Kimi,x05,0.5,CLI.C.573732498,Expert,4,non,1.0,1.0,2,1
Kimi,x05,0.5,CLI.C.573732498,Expert,4,think,0.7589232388157333,0.7589232388157333,2,1
Kimi,x2,2.0,CLI.C.573732498,Expert,4,non,0.5165458702878046,0.5165458702878046,2,1
Kimi,x2,2.0,CLI.C.573732498,Expert,4,think,0.5610545236668664,0.5610545236668664,2,1
Kimi,pooled,,CLI.C.573732498,Expert,4,non,0.7582729351439024,0.7582729351439024,2,2
Kimi,pooled,,CLI.C.573732498,Expert,4,think,0.6599888812413,0.6599888812413,2,2
Kimi,x05,0.5,CLI.C.573732498,Chief judge,5,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.573732498,Chief judge,5,think,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.573732498,Chief judge,5,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.573732498,Chief judge,5,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.573732498,Chief judge,5,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.573732498,Chief judge,5,think,1.0,1.0,1,2
Kimi,x05,0.5,CLI.C.573962260,Fortune,1,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.573962260,Fortune,1,think,0.3982374337817054,0.3982374337817054,1,1
Kimi,x2,2.0,CLI.C.573962260,Fortune,1,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.573962260,Fortune,1,think,0.7952511699774343,0.7952511699774343,1,1
Kimi,pooled,,CLI.C.573962260,Fortune,1,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.573962260,Fortune,1,think,0.5967443018795698,0.5967443018795698,1,2
Kimi,x05,0.5,CLI.C.573962260,Layperson,2,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.573962260,Layperson,2,think,0.9279837902497377,0.9279837902497377,1,1
Kimi,x2,2.0,CLI.C.573962260,Layperson,2,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.573962260,Layperson,2,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.573962260,Layperson,2,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.573962260,Layperson,2,think,0.9639918951248688,0.9639918951248688,1,2
Kimi,x05,0.5,CLI.C.573962260,Law student,3,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.573962260,Law student,3,think,0.8211800893489246,0.8211800893489246,1,1
Kimi,x2,2.0,CLI.C.573962260,Law student,3,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.573962260,Law student,3,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.573962260,Law student,3,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.573962260,Law student,3,think,0.9105900446744624,0.9105900446744624,1,2
Kimi,x05,0.5,CLI.C.573962260,Expert,4,non,1.0,1.0,2,1
Kimi,x05,0.5,CLI.C.573962260,Expert,4,think,0.9334765520103507,0.9334765520103507,2,1
Kimi,x2,2.0,CLI.C.573962260,Expert,4,non,1.0,1.0,2,1
Kimi,x2,2.0,CLI.C.573962260,Expert,4,think,1.0,1.0,2,1
Kimi,pooled,,CLI.C.573962260,Expert,4,non,1.0,1.0,2,2
Kimi,pooled,,CLI.C.573962260,Expert,4,think,0.9667382760051754,0.9667382760051754,2,2
Kimi,x05,0.5,CLI.C.573962260,Chief judge,5,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.573962260,Chief judge,5,think,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.573962260,Chief judge,5,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.573962260,Chief judge,5,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.573962260,Chief judge,5,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.573962260,Chief judge,5,think,1.0,1.0,1,2
Kimi,x05,0.5,CLI.C.573980528,Fortune,1,non,0.07014351748480975,0.07014351748480975,1,1
Kimi,x05,0.5,CLI.C.573980528,Fortune,1,think,0.36872735024515035,0.36872735024515035,1,1
Kimi,x2,2.0,CLI.C.573980528,Fortune,1,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.573980528,Fortune,1,think,0.5000586097761107,0.5000586097761107,1,1
Kimi,pooled,,CLI.C.573980528,Fortune,1,non,0.5350717587424049,0.5350717587424049,1,2
Kimi,pooled,,CLI.C.573980528,Fortune,1,think,0.43439298001063054,0.43439298001063054,1,2
Kimi,x05,0.5,CLI.C.573980528,Layperson,2,non,0.05387466113747236,0.05387466113747236,1,1
Kimi,x05,0.5,CLI.C.573980528,Layperson,2,think,0.6388995949690897,0.6388995949690897,1,1
Kimi,x2,2.0,CLI.C.573980528,Layperson,2,non,1.0000973805757458,1.0,1,1
Kimi,x2,2.0,CLI.C.573980528,Layperson,2,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.573980528,Layperson,2,non,0.5269860208566091,0.5269373305687362,1,2
Kimi,pooled,,CLI.C.573980528,Layperson,2,think,0.8194497974845448,0.8194497974845448,1,2
Kimi,x05,0.5,CLI.C.573980528,Law student,3,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.573980528,Law student,3,think,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.573980528,Law student,3,non,1.0000973805757458,1.0,1,1
Kimi,x2,2.0,CLI.C.573980528,Law student,3,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.573980528,Law student,3,non,1.000048690287873,1.0,1,2
Kimi,pooled,,CLI.C.573980528,Law student,3,think,1.0,1.0,1,2
Kimi,x05,0.5,CLI.C.573980528,Expert,4,non,0.8975152744565136,0.8975152744565136,2,1
Kimi,x05,0.5,CLI.C.573980528,Expert,4,think,0.9621829034321041,0.9621829034321041,2,1
Kimi,x2,2.0,CLI.C.573980528,Expert,4,non,1.0,1.0,2,1
Kimi,x2,2.0,CLI.C.573980528,Expert,4,think,1.0,1.0,2,1
Kimi,pooled,,CLI.C.573980528,Expert,4,non,0.9487576372282568,0.9487576372282568,2,2
Kimi,pooled,,CLI.C.573980528,Expert,4,think,0.981091451716052,0.981091451716052,2,2
Kimi,x05,0.5,CLI.C.573980528,Chief judge,5,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.573980528,Chief judge,5,think,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.573980528,Chief judge,5,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.573980528,Chief judge,5,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.573980528,Chief judge,5,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.573980528,Chief judge,5,think,1.0,1.0,1,2
Kimi,x05,0.5,CLI.C.574100275,Fortune,1,non,0.8684469895179694,0.8684469895179694,1,1
Kimi,x05,0.5,CLI.C.574100275,Fortune,1,think,0.2294883747391313,0.2294883747391313,1,1
Kimi,x2,2.0,CLI.C.574100275,Fortune,1,non,0.8345734968655858,0.8345734968655858,1,1
Kimi,x2,2.0,CLI.C.574100275,Fortune,1,think,0.045949064805247936,0.045949064805247936,1,1
Kimi,pooled,,CLI.C.574100275,Fortune,1,non,0.8515102431917776,0.8515102431917776,1,2
Kimi,pooled,,CLI.C.574100275,Fortune,1,think,0.13771871977218964,0.13771871977218964,1,2
Kimi,x05,0.5,CLI.C.574100275,Layperson,2,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574100275,Layperson,2,think,0.838500761422235,0.838500761422235,1,1
Kimi,x2,2.0,CLI.C.574100275,Layperson,2,non,1.0002716978303734,1.0,1,1
Kimi,x2,2.0,CLI.C.574100275,Layperson,2,think,0.687808925408914,0.687808925408914,1,1
Kimi,pooled,,CLI.C.574100275,Layperson,2,non,1.0001358489151868,1.0,1,2
Kimi,pooled,,CLI.C.574100275,Layperson,2,think,0.7631548434155745,0.7631548434155745,1,2
Kimi,x05,0.5,CLI.C.574100275,Law student,3,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574100275,Law student,3,think,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574100275,Law student,3,non,1.000090565943458,1.0,1,1
Kimi,x2,2.0,CLI.C.574100275,Law student,3,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.574100275,Law student,3,non,1.000045282971729,1.0,1,2
Kimi,pooled,,CLI.C.574100275,Law student,3,think,1.0,1.0,1,2
Kimi,x05,0.5,CLI.C.574100275,Expert,4,non,1.0,1.0,2,1
Kimi,x05,0.5,CLI.C.574100275,Expert,4,think,1.0,1.0,2,1
Kimi,x2,2.0,CLI.C.574100275,Expert,4,non,1.0,1.0,2,1
Kimi,x2,2.0,CLI.C.574100275,Expert,4,think,0.9219522313522284,0.9219522313522284,2,1
Kimi,pooled,,CLI.C.574100275,Expert,4,non,1.0,1.0,2,2
Kimi,pooled,,CLI.C.574100275,Expert,4,think,0.9609761156761142,0.9609761156761142,2,2
Kimi,x05,0.5,CLI.C.574100275,Chief judge,5,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574100275,Chief judge,5,think,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574100275,Chief judge,5,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574100275,Chief judge,5,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.574100275,Chief judge,5,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.574100275,Chief judge,5,think,1.0,1.0,1,2
Kimi,x05,0.5,CLI.C.574123445,Fortune,1,non,0.5358633521881512,0.5358633521881512,1,1
Kimi,x05,0.5,CLI.C.574123445,Fortune,1,think,0.8083305655675136,0.8083305655675136,1,1
Kimi,x2,2.0,CLI.C.574123445,Fortune,1,non,0.41897160253056176,0.41897160253056176,1,1
Kimi,x2,2.0,CLI.C.574123445,Fortune,1,think,-0.04949380286178401,0.0,1,1
Kimi,pooled,,CLI.C.574123445,Fortune,1,non,0.47741747735935647,0.47741747735935647,1,2
Kimi,pooled,,CLI.C.574123445,Fortune,1,think,0.37941838135286476,0.4041652827837568,1,2
Kimi,x05,0.5,CLI.C.574123445,Layperson,2,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574123445,Layperson,2,think,0.5359665553483145,0.5359665553483145,1,1
Kimi,x2,2.0,CLI.C.574123445,Layperson,2,non,0.5512158112543405,0.5512158112543405,1,1
Kimi,x2,2.0,CLI.C.574123445,Layperson,2,think,-0.05237899101717435,0.0,1,1
Kimi,pooled,,CLI.C.574123445,Layperson,2,non,0.7756079056271703,0.7756079056271703,1,2
Kimi,pooled,,CLI.C.574123445,Layperson,2,think,0.24179378216557007,0.26798327767415725,1,2
Kimi,x05,0.5,CLI.C.574123445,Law student,3,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574123445,Law student,3,think,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574123445,Law student,3,non,0.5512158112543405,0.5512158112543405,1,1
Kimi,x2,2.0,CLI.C.574123445,Law student,3,think,0.5233932298570694,0.5233932298570694,1,1
Kimi,pooled,,CLI.C.574123445,Law student,3,non,0.7756079056271703,0.7756079056271703,1,2
Kimi,pooled,,CLI.C.574123445,Law student,3,think,0.7616966149285347,0.7616966149285347,1,2
Kimi,x05,0.5,CLI.C.574123445,Expert,4,non,0.9999947901161059,0.9999947901161059,2,1
Kimi,x05,0.5,CLI.C.574123445,Expert,4,think,0.925168463798812,0.925168463798812,2,1
Kimi,x2,2.0,CLI.C.574123445,Expert,4,non,0.6260131760452836,0.6260131760452836,2,1
Kimi,x2,2.0,CLI.C.574123445,Expert,4,think,0.5970742843391272,0.5970742843391272,2,1
Kimi,pooled,,CLI.C.574123445,Expert,4,non,0.8130039830806948,0.8130039830806948,2,2
Kimi,pooled,,CLI.C.574123445,Expert,4,think,0.7611213740689696,0.7611213740689696,2,2
Kimi,x05,0.5,CLI.C.574123445,Chief judge,5,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574123445,Chief judge,5,think,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574123445,Chief judge,5,non,0.7008105408362268,0.7008105408362268,1,1
Kimi,x2,2.0,CLI.C.574123445,Chief judge,5,think,0.7920780296624318,0.7920780296624318,1,1
Kimi,pooled,,CLI.C.574123445,Chief judge,5,non,0.8504052704181134,0.8504052704181134,1,2
Kimi,pooled,,CLI.C.574123445,Chief judge,5,think,0.8960390148312158,0.8960390148312158,1,2
Kimi,x05,0.5,CLI.C.574324080,Fortune,1,non,0.787632087902536,0.787632087902536,1,1
Kimi,x05,0.5,CLI.C.574324080,Fortune,1,think,0.03373942344810188,0.03373942344810188,1,1
Kimi,x2,2.0,CLI.C.574324080,Fortune,1,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574324080,Fortune,1,think,0.8242663345799999,0.8242663345799999,1,1
Kimi,pooled,,CLI.C.574324080,Fortune,1,non,0.893816043951268,0.893816043951268,1,2
Kimi,pooled,,CLI.C.574324080,Fortune,1,think,0.4290028790140509,0.4290028790140509,1,2
Kimi,x05,0.5,CLI.C.574324080,Layperson,2,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574324080,Layperson,2,think,0.6653961390675912,0.6653961390675912,1,1
Kimi,x2,2.0,CLI.C.574324080,Layperson,2,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574324080,Layperson,2,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.574324080,Layperson,2,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.574324080,Layperson,2,think,0.8326980695337955,0.8326980695337955,1,2
Kimi,x05,0.5,CLI.C.574324080,Law student,3,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574324080,Law student,3,think,0.9353973101570078,0.9353973101570078,1,1
Kimi,x2,2.0,CLI.C.574324080,Law student,3,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574324080,Law student,3,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.574324080,Law student,3,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.574324080,Law student,3,think,0.9676986550785038,0.9676986550785038,1,2
Kimi,x05,0.5,CLI.C.574324080,Expert,4,non,1.0,1.0,2,1
Kimi,x05,0.5,CLI.C.574324080,Expert,4,think,0.9339997137336982,0.9339997137336982,2,1
Kimi,x2,2.0,CLI.C.574324080,Expert,4,non,1.0,1.0,2,1
Kimi,x2,2.0,CLI.C.574324080,Expert,4,think,1.0,1.0,2,1
Kimi,pooled,,CLI.C.574324080,Expert,4,non,1.0,1.0,2,2
Kimi,pooled,,CLI.C.574324080,Expert,4,think,0.9669998568668491,0.9669998568668491,2,2
Kimi,x05,0.5,CLI.C.574324080,Chief judge,5,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574324080,Chief judge,5,think,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574324080,Chief judge,5,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574324080,Chief judge,5,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.574324080,Chief judge,5,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.574324080,Chief judge,5,think,1.0,1.0,1,2
Kimi,x05,0.5,CLI.C.574502602,Fortune,1,non,-4.869970630153428,0.0,1,1
Kimi,x05,0.5,CLI.C.574502602,Fortune,1,think,-0.0022201998339233613,0.0,1,1
Kimi,x2,2.0,CLI.C.574502602,Fortune,1,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574502602,Fortune,1,think,0.18958853701974426,0.18958853701974426,1,1
Kimi,pooled,,CLI.C.574502602,Fortune,1,non,-1.9349853150767138,0.5,1,2
Kimi,pooled,,CLI.C.574502602,Fortune,1,think,0.09368416859291046,0.09479426850987213,1,2
Kimi,x05,0.5,CLI.C.574502602,Layperson,2,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574502602,Layperson,2,think,0.36043953475151974,0.36043953475151974,1,1
Kimi,x2,2.0,CLI.C.574502602,Layperson,2,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574502602,Layperson,2,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.574502602,Layperson,2,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.574502602,Layperson,2,think,0.6802197673757598,0.6802197673757598,1,2
Kimi,x05,0.5,CLI.C.574502602,Law student,3,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574502602,Law student,3,think,0.7067891150174018,0.7067891150174018,1,1
Kimi,x2,2.0,CLI.C.574502602,Law student,3,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574502602,Law student,3,think,0.29706194925846824,0.29706194925846824,1,1
Kimi,pooled,,CLI.C.574502602,Law student,3,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.574502602,Law student,3,think,0.501925532137935,0.501925532137935,1,2
Kimi,x05,0.5,CLI.C.574502602,Expert,4,non,1.0,1.0,2,1
Kimi,x05,0.5,CLI.C.574502602,Expert,4,think,0.880356783297552,0.880356783297552,2,1
Kimi,x2,2.0,CLI.C.574502602,Expert,4,non,1.0,1.0,2,1
Kimi,x2,2.0,CLI.C.574502602,Expert,4,think,1.0,1.0,2,1
Kimi,pooled,,CLI.C.574502602,Expert,4,non,1.0,1.0,2,2
Kimi,pooled,,CLI.C.574502602,Expert,4,think,0.940178391648776,0.940178391648776,2,2
Kimi,x05,0.5,CLI.C.574502602,Chief judge,5,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574502602,Chief judge,5,think,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574502602,Chief judge,5,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574502602,Chief judge,5,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.574502602,Chief judge,5,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.574502602,Chief judge,5,think,1.0,1.0,1,2
Kimi,x05,0.5,CLI.C.574504175,Fortune,1,non,-0.27907288820659254,0.0,1,1
Kimi,x05,0.5,CLI.C.574504175,Fortune,1,think,0.26320569544081845,0.26320569544081845,1,1
Kimi,x2,2.0,CLI.C.574504175,Fortune,1,non,0.5306232841061022,0.5306232841061022,1,1
Kimi,x2,2.0,CLI.C.574504175,Fortune,1,think,0.260860899553666,0.260860899553666,1,1
Kimi,pooled,,CLI.C.574504175,Fortune,1,non,0.1257751979497548,0.2653116420530511,1,2
Kimi,pooled,,CLI.C.574504175,Fortune,1,think,0.26203329749724225,0.26203329749724225,1,2
Kimi,x05,0.5,CLI.C.574504175,Layperson,2,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574504175,Layperson,2,think,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574504175,Layperson,2,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574504175,Layperson,2,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.574504175,Layperson,2,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.574504175,Layperson,2,think,1.0,1.0,1,2
Kimi,x05,0.5,CLI.C.574504175,Law student,3,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574504175,Law student,3,think,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574504175,Law student,3,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574504175,Law student,3,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.574504175,Law student,3,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.574504175,Law student,3,think,1.0,1.0,1,2
Kimi,x05,0.5,CLI.C.574504175,Expert,4,non,1.0,1.0,2,1
Kimi,x05,0.5,CLI.C.574504175,Expert,4,think,0.8132703374037504,0.8132703374037504,2,1
Kimi,x2,2.0,CLI.C.574504175,Expert,4,non,1.0,1.0,2,1
Kimi,x2,2.0,CLI.C.574504175,Expert,4,think,0.7477819183311087,0.7477819183311087,2,1
Kimi,pooled,,CLI.C.574504175,Expert,4,non,1.0,1.0,2,2
Kimi,pooled,,CLI.C.574504175,Expert,4,think,0.7805261278674296,0.7805261278674296,2,2
Kimi,x05,0.5,CLI.C.574504175,Chief judge,5,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574504175,Chief judge,5,think,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574504175,Chief judge,5,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574504175,Chief judge,5,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.574504175,Chief judge,5,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.574504175,Chief judge,5,think,1.0,1.0,1,2
Kimi,x05,0.5,CLI.C.574655575,Fortune,1,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574655575,Fortune,1,think,0.6922744462452728,0.6922744462452728,1,1
Kimi,x2,2.0,CLI.C.574655575,Fortune,1,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574655575,Fortune,1,think,0.7585699843764359,0.7585699843764359,1,1
Kimi,pooled,,CLI.C.574655575,Fortune,1,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.574655575,Fortune,1,think,0.7254222153108543,0.7254222153108543,1,2
Kimi,x05,0.5,CLI.C.574655575,Layperson,2,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574655575,Layperson,2,think,0.8719611021069692,0.8719611021069692,1,1
Kimi,x2,2.0,CLI.C.574655575,Layperson,2,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574655575,Layperson,2,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.574655575,Layperson,2,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.574655575,Layperson,2,think,0.9359805510534847,0.9359805510534847,1,2
Kimi,x05,0.5,CLI.C.574655575,Law student,3,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574655575,Law student,3,think,0.8719611021069692,0.8719611021069692,1,1
Kimi,x2,2.0,CLI.C.574655575,Law student,3,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574655575,Law student,3,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.574655575,Law student,3,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.574655575,Law student,3,think,0.9359805510534847,0.9359805510534847,1,2
Kimi,x05,0.5,CLI.C.574655575,Expert,4,non,1.0,1.0,2,1
Kimi,x05,0.5,CLI.C.574655575,Expert,4,think,1.0,1.0,2,1
Kimi,x2,2.0,CLI.C.574655575,Expert,4,non,1.0,1.0,2,1
Kimi,x2,2.0,CLI.C.574655575,Expert,4,think,1.0,1.0,2,1
Kimi,pooled,,CLI.C.574655575,Expert,4,non,1.0,1.0,2,2
Kimi,pooled,,CLI.C.574655575,Expert,4,think,1.0,1.0,2,2
Kimi,x05,0.5,CLI.C.574655575,Chief judge,5,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574655575,Chief judge,5,think,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574655575,Chief judge,5,non,1.0,1.0,1,1
Kimi,x2,2.0,CLI.C.574655575,Chief judge,5,think,1.0,1.0,1,1
Kimi,pooled,,CLI.C.574655575,Chief judge,5,non,1.0,1.0,1,2
Kimi,pooled,,CLI.C.574655575,Chief judge,5,think,1.0,1.0,1,2
Kimi,x05,0.5,CLI.C.574828493,Fortune,1,non,1.0,1.0,1,1
Kimi,x05,0.5,CLI.C.574828493,Fortune,1,think,-0.36800225619951266,0.0,1,1
Kimi,x2,2.0,CLI.C.574828493,Fortune,1,non,1.3875129740518968,1.0,1,1
Kimi,x2,2.0,CLI.C.574828493,Fortune,1,think,1.0,1.0,1,1
